person_id,bank_account_number,bank,person_age,person_education,person_gender,person_marital_status,person_occupation
p005391,A005391,2198345,42,bachelor's degree,male,married,retired
p005392,A005392,1739462,57,bachelor's degree,male,married,retired
p005393,A005393,1047286,42,bachelor's degree,male,married,retired
p005394,A005394,2486137,42,associate degree,female,married,retired
p005395,A005395,3714628,42,bachelor's degree,male,married,business owner
p005396,A005396,2046713,42,bachelor's degree,male,married,business owner
p005397,A005397,1047286,42,bachelor's degree,male,married,retired
p005398,A005398,5286314,47,associate degree,male,married,retired
p005399,A005399,4693725,42,bachelor's degree,male,married,retired
p005400,A005400,4528071,42,bachelor's degree,male,married,business owner
p005401,A005401,2198345,42,bachelor's degree,male,married,unemployed
p005402,A005402,1265934,42,associate degree,male,married,retired
p005403,A005403,4693725,27,associate degree,male,married,retired
p005404,A005404,3186407,52,bachelor's degree,male,married,retired
p005405,A005405,3295718,42,bachelor's degree,male,married,retired
p005406,A005406,2657408,62,bachelor's degree,male,married,blue-collar worker
p005407,A005407,4528071,41,bachelor's degree,male,married,business owner
p005408,A005408,3581974,42,bachelor's degree,male,married,business owner
p005409,A005409,2046713,42,bachelor's degree,male,married,business owner
p005410,A005410,1739462,42,bachelor's degree,male,married,retired
p005411,A005411,1527806,52,bachelor's degree,male,married,unemployed
p005412,A005412,2046713,42,associate degree,male,married,retired
p005413,A005413,4027316,42,bachelor's degree,male,married,retired
p005414,A005414,2046713,52,bachelor's degree,male,married,retired
p005415,A005415,2198345,42,bachelor's degree,male,married,unemployed
p005416,A005416,3468205,27,associate degree,male,single,retired
p005417,A005417,4871609,42,bachelor's degree,male,married,retired
p005418,A005418,4693725,42,bachelor's degree,male,married,blue-collar worker
p005419,A005419,5472906,42,associate degree,male,married,retired
p005420,A005420,4381267,27,associate degree,male,married,retired
p005421,A005421,1265934,42,bachelor's degree,male,married,business owner
p005422,A005422,4528071,52,bachelor's degree,male,married,retired
p005423,A005423,2046713,42,associate degree,male,married,retired
p005424,A005424,3581974,27,associate degree,male,single,blue-collar worker
p005425,A005425,5039472,42,associate degree,male,married,retired
p005426,A005426,4693725,27,associate degree,male,married,business owner
p005427,A005427,2793615,42,bachelor's degree,male,married,retired
p005428,A005428,2657408,42,bachelor's degree,male,married,retired
p005429,A005429,5472906,41,bachelor's degree,male,married,retired
p005430,A005430,4871609,52,bachelor's degree,male,married,blue-collar worker
p005431,A005431,5039472,42,bachelor's degree,male,married,retired
p005432,A005432,1739462,42,bachelor's degree,female,married,retired
p005433,A005433,1739462,47,bachelor's degree,male,married,retired
p005434,A005434,2046713,42,bachelor's degree,female,married,retired
p005435,A005435,3581974,42,bachelor's degree,male,married,blue-collar worker
p005436,A005436,2486137,42,bachelor's degree,male,married,retired
p005437,A005437,4693725,48,bachelor's degree,male,married,retired
p005438,A005438,4381267,42,bachelor's degree,male,married,blue-collar worker
p005439,A005439,4175902,42,bachelor's degree,male,married,blue-collar worker
p005440,A005440,2657408,42,bachelor's degree,male,married,business owner
p005441,A005441,5472906,42,bachelor's degree,male,married,retired
p005442,A005442,3581974,47,bachelor's degree,male,married,retired
p005443,A005443,1047286,62,bachelor's degree,male,married,retired
p005444,A005444,4175902,42,bachelor's degree,male,married,unemployed
p005445,A005445,4175902,43,bachelor's degree,male,married,retired
p005446,A005446,2657408,42,bachelor's degree,male,married,retired
p005447,A005447,3581974,42,bachelor's degree,male,married,retired
p005448,A005448,3581974,47,bachelor's degree,male,married,unemployed
p005449,A005449,1683509,57,bachelor's degree,male,married,unemployed
p005450,A005450,3581974,27,associate degree,male,single,retired
p005451,A005451,1872056,42,bachelor's degree,male,married,retired
p005452,A005452,4871609,42,bachelor's degree,male,married,retired
p005453,A005453,4693725,47,associate degree,male,married,retired
p005454,A005454,5286314,62,bachelor's degree,male,married,retired
p005455,A005455,3186407,42,bachelor's degree,male,married,retired
p005456,A005456,3468205,42,associate degree,male,married,unemployed
p005457,A005457,2367901,42,associate degree,male,married,retired
p005458,A005458,1739462,52,bachelor's degree,male,married,retired
p005459,A005459,3186407,52,bachelor's degree,male,married,retired
p005460,A005460,1265934,42,associate degree,male,married,blue-collar worker
p005461,A005461,1398427,42,bachelor's degree,male,married,blue-collar worker
p005462,A005462,1265934,42,bachelor's degree,male,married,business owner
p005463,A005463,2046713,42,associate degree,male,married,unemployed
p005464,A005464,3714628,42,bachelor's degree,male,married,retired
p005465,A005465,2046713,42,bachelor's degree,male,married,retired
p005466,A005466,1047286,42,bachelor's degree,male,married,retired
p005467,A005467,3295718,42,bachelor's degree,male,married,retired
p005468,A005468,3186407,42,bachelor's degree,male,married,retired
p005469,A005469,1047286,42,associate degree,male,married,retired
p005470,A005470,2486137,42,bachelor's degree,male,married,retired
p005471,A005471,5472906,42,bachelor's degree,male,married,retired
p005472,A005472,3714628,42,associate degree,male,married,retired
p005473,A005473,1872056,42,associate degree,male,married,blue-collar worker
p005474,A005474,4693725,42,bachelor's degree,female,married,business owner
p005475,A005475,1683509,62,bachelor's degree,female,married,retired
p005476,A005476,2486137,52,bachelor's degree,male,married,unemployed
p005477,A005477,4175902,42,associate degree,male,married,retired
p005478,A005478,1739462,42,bachelor's degree,male,married,retired
p005479,A005479,5472906,47,bachelor's degree,male,married,retired
p005480,A005480,4693725,42,bachelor's degree,male,married,unemployed
p005481,A005481,5039472,52,bachelor's degree,male,married,retired
p005482,A005482,5039472,42,bachelor's degree,male,married,unemployed
p005483,A005483,2486137,42,associate degree,male,married,retired
p005484,A005484,1265934,42,bachelor's degree,male,married,retired
p005485,A005485,1047286,62,bachelor's degree,male,married,business owner
p005486,A005486,1683509,42,bachelor's degree,male,married,retired
p005487,A005487,3581974,42,bachelor's degree,male,married,retired
p005488,A005488,4175902,52,bachelor's degree,male,married,retired
p005489,A005489,5472906,48,bachelor's degree,male,married,blue-collar worker
p005490,A005490,1683509,52,associate degree,male,married,retired
p005491,A005491,4528071,42,bachelor's degree,male,married,retired
p005492,A005492,1527806,42,bachelor's degree,male,married,retired
p005493,A005493,5039472,62,bachelor's degree,male,married,8
p005494,A005494,3295718,42,bachelor's degree,male,married,retired
p005495,A005495,5039472,52,bachelor's degree,male,married,retired
p005496,A005496,2657408,42,bachelor's degree,female,married,business owner
p005497,A005497,1398427,52,bachelor's degree,male,married,unemployed
p005498,A005498,2657408,42,bachelor's degree,male,married,unemployed
p005499,A005499,4175902,42,associate degree,male,married,retired
p005500,A005500,4027316,42,associate degree,male,married,blue-collar worker
p005501,A005501,2793615,42,bachelor's degree,male,married,retired
p005502,A005502,3581974,42,bachelor's degree,male,married,unemployed
p005503,A005503,1527806,42,bachelor's degree,male,married,blue-collar worker
p005504,A005504,2486137,27,associate degree,male,married,retired
p005505,A005505,2367901,27,associate degree,female,single,8
p005506,A005506,2486137,42,bachelor's degree,male,married,retired
p005507,A005507,1683509,42,associate degree,female,married,unemployed
p005508,A005508,1739462,62,bachelor's degree,male,married,unemployed
p005509,A005509,4381267,43,associate degree,male,married,unemployed
p005510,A005510,2947806,47,bachelor's degree,male,married,retired
p005511,A005511,4693725,42,associate degree,male,married,retired
p005512,A005512,3862507,42,bachelor's degree,male,married,retired
p005513,A005513,3186407,62,bachelor's degree,male,married,business owner
p005514,A005514,3862507,27,associate degree,male,married,retired
p005515,A005515,2486137,42,bachelor's degree,male,married,unemployed
p005516,A005516,1739462,41,bachelor's degree,male,married,business owner
p005517,A005517,4175902,52,bachelor's degree,male,married,business owner
p005518,A005518,3468205,27,associate degree,male,married,retired
p005519,A005519,4175902,43,bachelor's degree,male,married,retired
p005520,A005520,5286314,47,associate degree,male,married,retired
p005521,A005521,5472906,47,bachelor's degree,male,married,retired
p005522,A005522,3714628,42,bachelor's degree,male,married,retired
p005523,A005523,4693725,42,bachelor's degree,male,married,retired
p005524,A005524,2657408,42,associate degree,male,married,retired
p005525,A005525,2046713,42,bachelor's degree,male,married,retired
p005526,A005526,4027316,52,bachelor's degree,male,married,retired
p005527,A005527,3581974,42,bachelor's degree,male,married,retired
p005528,A005528,4871609,42,bachelor's degree,male,married,business owner
p005529,A005529,1739462,27,associate degree,male,single,retired
p005530,A005530,2793615,47,bachelor's degree,male,married,retired
p005531,A005531,2367901,41,bachelor's degree,male,married,business owner
p005532,A005532,4381267,42,associate degree,male,married,retired
p005533,A005533,4175902,42,associate degree,male,married,retired
p005534,A005534,2367901,42,bachelor's degree,male,married,business owner
p005535,A005535,1683509,42,bachelor's degree,male,married,unemployed
p005536,A005536,1739462,42,bachelor's degree,male,married,retired
p005537,A005537,4381267,42,bachelor's degree,male,married,unemployed
p005538,A005538,1047286,47,bachelor's degree,male,married,blue-collar worker
p005539,A005539,4175902,42,associate degree,male,married,retired
p005540,A005540,3581974,42,bachelor's degree,male,married,unemployed
p005541,A005541,2793615,42,bachelor's degree,male,married,retired
p005542,A005542,5039472,42,bachelor's degree,male,married,retired
p005543,A005543,4528071,42,bachelor's degree,male,married,retired
p005544,A005544,3581974,42,bachelor's degree,male,married,retired
p005545,A005545,1265934,42,bachelor's degree,male,married,business owner
p005546,A005546,1739462,42,associate degree,male,married,retired
p005547,A005547,3714628,42,bachelor's degree,male,married,retired
p005548,A005548,2486137,47,bachelor's degree,male,married,retired
p005549,A005549,5472906,42,bachelor's degree,male,married,retired
p005550,A005550,4693725,27,associate degree,male,married,unemployed
p005551,A005551,3714628,41,bachelor's degree,male,married,retired
p005552,A005552,2046713,42,bachelor's degree,male,married,retired
p005553,A005553,3862507,42,bachelor's degree,male,married,retired
p005554,A005554,3581974,42,bachelor's degree,male,married,retired
p005555,A005555,1527806,42,bachelor's degree,male,married,business owner
p005556,A005556,5472906,42,bachelor's degree,male,married,blue-collar worker
p005557,A005557,3186407,52,associate degree,male,married,retired
p005558,A005558,1683509,42,bachelor's degree,male,married,retired
p005559,A005559,2486137,42,bachelor's degree,male,married,retired
